label_hyperonyme,relation,label_hyponyme
opportunistic mycosis,hyponym,candidiasis
artery disease,hyponym,atherosclerosis
hypoglycemia,hyponym,diabetic hypoglycemia
temporal lobe epilepsy,hyponym,familial temporal lobe epilepsy 8
rash,hyponym,non - blanching rash
microphthalmia,hyponym,isolate microphthalmia 8
internuclear ophthalmoplegia,hyponym,one and a half syndrome
lymphoma,hyponym,cecum lymphoma
cephalic disorder,hyponym,anencephaly
glomerulonephritis,hyponym,iga glomerulonephritis
gender dysphoria,hyponym,ego - dystonic sexual orientation
gender identity disorder,hyponym,ego - dystonic sexual orientation
visual pathway disease,hyponym,crater - like hole of optic disc
breast adenoma,hyponym,nipple adenoma
nipple neoplasm,hyponym,nipple adenoma
orbital cancer,hyponym,orbital lymphoma
papillary squamous carcinoma,hyponym,verrucous carcinoma
bullous skin disease,hyponym,subcorneal pustular dermatosis
epilepsy,hyponym,photosensitive epilepsy
gastritis,hyponym,gastroduodenitis
diabetes mellitus,hyponym,neonatal diabetes mellitus
diabetes mellitus,hyponym,diabetes mellitus type 2
deformity,hyponym,acquired deformity of the ear
vascular disease,hyponym,vascular calcification
anxiety disorder,hyponym,separation anxiety disorder
hematopoietic system disease,hyponym,ineffective erythropoiesis
mouth disease,hyponym,oral submucous fibrosis
adenocarcinoma,hyponym,anus adenocarcinoma
neurilemmoma,hyponym,neurilemmoma of the fifth cranial nerve
surgical scissor,hyponym,iris scissor
mental disorder,hyponym,thought disorder
psychiatric disorder,hyponym,thought disorder
vaginal cancer,hyponym,polyp of vagina
nail disease,hyponym,yellow nail syndrome
symblepharon,hyponym,congenital symblepharon
hfe hereditary haemochromatosis,hyponym,hemochromatosis type 4
urinary calcium,hyponym,hypocalciuria
placenta disease,hyponym,breu ' mole
surgical forceps,hyponym,allis clamp
cerebellar ataxia,hyponym,nothnagel 's syndrome
brain cancer,hyponym,bannayan - riley - ruvalcaba syndrome
heart disease,hyponym,heart cancer
compressive asphyxia,hyponym,traumatic asphyxia
visual pathway meningioma,hyponym,optic nerve sheath meningioma
bone of hand,hyponym,carpal bone
zone of femur,hyponym,trochanteric fossa
nerve degeneration,hyponym,transneuronal degeneration
functional neutrophil defect,hyponym,neutrophil immunodeficiency syndrome
rare nervous system tumor,hyponym,bannayan - riley - ruvalcaba syndrome
osteonecrosis,hyponym,osteonecrosis of the jaw
skin cancer,hyponym,skin carcinoma
varicose vein,hyponym,internal jugular phlebectasia
polyneuropathy,hyponym,critical illness polyneuropathy
reflex epilepsy,hyponym,photosensitive epilepsy
android fat distribution,hyponym,abdominal obesity
genetic disease,hyponym,childhood onset glut1 deficiency syndrome 2
tachycardia,hyponym,sinus tachycardia
aortic aneurysm,hyponym,diverticulum of kommerell
benign neoplasm of choroid,hyponym,hemangioma of choroid
occupational disease,hyponym,de quervain syndrome
pain,hyponym,postoperative pain
syndrome,hyponym,perry syndrome
genetic disease,hyponym,perry syndrome
adermatoglyphia,hyponym,absence of fingerprint - congenital milia syndrome
bactericide,hyponym,zalcitabine
mouth disease,hyponym,neoplasm of floor of mouth
intestinal disease,hyponym,malakoplakia
fibroma,hyponym,fibroma of prostate
central nervous system disease,hyponym,restless legs syndrome
gastrointestinal system disease,hyponym,gastrointestinal radiation injury
transmissible spongiform encephalopathy,hyponym,kuru
keratitis,hyponym,corneal neovascularization
respiratory failure,hyponym,neonatal respiratory failure
ampulla of semicircular duct,hyponym,posterior membranous ampulla
generalized dystonia,hyponym,torsion dystonia 1
ureteral disease,hyponym,ovarian vein syndrome
middle ear disease,hyponym,middle ear adenoma
bone lymphoma,hyponym,splenic manifestation of hairy cell leukemia
eye lymphoma,hyponym,orbital lymphoma
splenic manifestation of leukemia,hyponym,splenic manifestation of hairy cell leukemia
urethral disease,hyponym,urethral rupture
gastrointestinal lymphoma,hyponym,splenic manifestation of hairy cell leukemia
parietal foramina,hyponym,parietal foramina with cleidocranial dysplasia
auditory hair cell,hyponym,outer auditory hair cell
drug administration,hyponym,intravenous administration
neoplasm of middle ear,hyponym,middle ear adenoma
hyperpigmentation of the skin,hyponym,legius syndrome
neoplasm of minor salivary gland,hyponym,malignant tumor of minor salivary gland
benign neoplasm of pituitary gland,hyponym,pituitary adenoma
benign neoplasm of eye,hyponym,benign neoplasm of choroid
benign neoplasm of prostate,hyponym,fibroma of prostate
ovarian sex cord - stromal tumor,hyponym,ovarian gynandroblastoma
lip and oral cavity carcinoma,hyponym,carcinoma of hard palate
pleural neoplasm,hyponym,benign neoplasm of pleura
choroid neoplasm,hyponym,benign neoplasm of choroid
typhus,hyponym,scrub typhus
complication of diabetes mellitus,hyponym,diabetic hypoglycemia
hyperinsulinemic hypoglycemia,hyponym,diabetic hypoglycemia
bone fracture,hyponym,hyoid bone fracture
adenocarcinoma,hyponym,papillary adenocarcinoma
obesity,hyponym,abdominal obesity
non - hodgkin lymphoma,hyponym,lymphosarcoma
gallbladder adenocarcinoma,hyponym,gallbladder mucinous carcinoma
bladder carcinoma,hyponym,jewett - marshall bladder cancer
gallbladder carcinoma,hyponym,gallbladder mucinous carcinoma
gallbladder carcinoma,hyponym,gallbladder small cell carcinoma
lung combine type small cell carcinoma,hyponym,lung mix small cell and squamous cell carcinoma
ovarian endometrioid adenofibroma,hyponym,ovarian endometrioid cystadenofibroma
anal squamous cell carcinoma,hyponym,anal canal squamous cell carcinoma
liver neuroendocrine carcinoma,hyponym,gallbladder small cell carcinoma
gallbladder neuroendocrine neoplasm,hyponym,gallbladder small cell carcinoma
lentigo,hyponym,puva lentigines
osteochondrodysplasia,hyponym,otospondylomegaepiphyseal dysplasia
sphincter of oddi dysfunction,hyponym,papillary stenosis
ovarian disease,hyponym,ovarian vein syndrome
paroxysmal dyskinesia,hyponym,childhood onset glut1 deficiency syndrome 2
taylor 's syndrome,hyponym,ovarian vein syndrome
anus cancer,hyponym,malignant anus melanoma
osteosarcoma,hyponym,extraosseous osteosarcoma
skin disease,hyponym,dyskeratosis
cerebral degeneration,hyponym,corneal - cerebellar syndrome
mouth disease,hyponym,smokeless tobacco keratosis
eye disease,hyponym,eye infection
primary immunodeficiency disease,hyponym,mendelian susceptibility to mycobacterial disease
osteochondrodysplasia,hyponym,diaphanospondylodysostosis
immune disorder,hyponym,mast cell activation syndrome
fluid replacement,hyponym,intravenous fluid replacement
pyrimidine metabolic disorder,hyponym,beta - ureidopropionase deficiency
eye and adnexa disease,hyponym,lid lag
eye degenerative disease,hyponym,corneal - cerebellar syndrome
nervous system heredodegenerative disease,hyponym,corneal - cerebellar syndrome
spondyloarthropathy,hyponym,baastrup 's syndrome
adipose tissue neoplasm,hyponym,myelolipoma
benign neoplasm of adrenal gland,hyponym,myelolipoma
cervix disease,hyponym,cervical incompetence
blood protein disease,hyponym,poems syndrome
viral respiratory tract infection,hyponym,viral pneumonia
occult blood testing,hyponym,fecal occult blood test
wart,hyponym,anogenital venereal wart
miliaria,hyponym,absence of fingerprint - congenital milia syndrome
excoriation disorder,hyponym,excoriate acne
kidney disease,hyponym,renal dysplasia
bilirubin metabolic disorder,hyponym,dubin - johnson syndrome
stomach disease,hyponym,dieulafoy lesion
genetic disease,hyponym,whim syndrome
herpangina,hyponym,anogenital venereal wart
intravenous infusion and defusion,hyponym,intravenous fluid replacement
female infertility,hyponym,tubal factor infertility
muscular disease,hyponym,myofibrillar myopathy
hereditary spastic paraplegia,hyponym,masa syndrome
lipoma,hyponym,classic type lipoma
vaginal disease,hyponym,anogenital venereal wart
penile disease,hyponym,anogenital venereal wart
cervix disease,hyponym,anogenital venereal wart
extrinsic allergic alveolitis,hyponym,ventilation pneumonitis
miliaria,hyponym,miliaria rubra
peripheral neuropathy,hyponym,nerve injury
verrucous carcinoma,hyponym,verrucous carcinoma of oral cavity
arterial pulmonary hypertension,hyponym,drug- or toxin - induce pulmonary arterial hypertension
xanthogranulomatous inflammation,hyponym,malakoplakia
vulvar disease,hyponym,vulval varix
gastrointestinal system benign neoplasm,hyponym,benign neoplasm of pancreas
oral squamous cell carcinoma,hyponym,verrucous carcinoma of oral cavity
vestibule of mouth cancer,hyponym,malignant tumor of minor salivary gland
amino acid metabolic disorder,hyponym,disorder of beta and omega amino acid metabolism
pelvic varix,hyponym,vulval varix
hard palate cancer,hyponym,carcinoma of hard palate
split hand - foot malformation,hyponym,split hand
intermolecular interaction,hyponym,protein – protein interaction
hypophosphatemic rickets,hyponym,x - link hypophosphatemic ricket
varicella zoster infection,hyponym,congenital varicella syndrome
rare dyslipidemia,hyponym,lipoid proteinosis
congenital urachal anomaly,hyponym,patent urachus
lichen planus,hyponym,lichen ruber moniliformis
gestational trophoblastic neoplasm,hyponym,invasive hydatidiform mole
dystonia,hyponym,childhood onset glut1 deficiency syndrome 2
speech disorder,hyponym,articulation disorder
pre - eclampsia,hyponym,mild pre - eclampsia
stomach disease,hyponym,cascade stomach
pulmonary emphysema,hyponym,compensatory emphysema
systemic lupus erythematosus,hyponym,lupus vasculitis
brain disease,hyponym,neonatal encephalopathy
brain disease,hyponym,neonatal encephalopathy
spinocerebellar ataxia,hyponym,spinocerebellar ataxia type 6
rare disease,hyponym,dent disease
rare disease,hyponym,dent 's disease
hemorrhoid,hyponym,perianal hematoma
focal epilepsy,hyponym,complex partial seizure
alzheimer 's disease,hyponym,alzheimer disease 10
alzheimer 's disease,hyponym,alzheimer disease 11
alzheimer 's disease,hyponym,alzheimer disease 14
optic nerve disease,hyponym,leber hereditary optic neuropathy
scrotal cancer,hyponym,scrotum melanoma
neurological disorder,hyponym,nervous system benign neoplasm
tricho – rhino – phalangeal syndrome,hyponym,trichorhinophalangeal syndrome type i
lipid storage disease,hyponym,neutral lipid storage disease
lymphoma,hyponym,small intestine lymphoma
cataract,hyponym,cataract 12 multiple type
cataract,hyponym,cataract 14 multiple type
cataract,hyponym,cataract 10 multiple type
cataract,hyponym,cataract 43
cataract,hyponym,cataract 22 multiple type
pituitary adenoma,hyponym,basophil adenoma
liver disease,hyponym,hepatic tuberculosis
sarcoma,hyponym,penis sarcoma
meniere 's disease,hyponym,active cochlear meniere 's disease
dilate cardiomyopathy,hyponym,peripartum cardiomyopathy
skin disease,hyponym,erosive pustular dermatitis of the scalp
arthritis,hyponym,polyarthritis
bactericide,hyponym,bedaquiline
statistical dispersion,hyponym,range
pervasive developmental disorder,hyponym,atypical autism
hematopoietic system disease,hyponym,blood group incompatibility
language disorder,hyponym,articulation disorder
bone marrow suppression,hyponym,myelotoxicity
autism spectrum,hyponym,atypical autism
scleritis,hyponym,anterior scleritis
acute disease,hyponym,acute sphenoidal sinusitis
cephalic disorder,hyponym,septo - optic dysplasia
oligodendroglioma,hyponym,spinal cord oligodendroglioma
thymoma,hyponym,mixed type thymoma
vasculitis,hyponym,lupus vasculitis
nervous system heredodegenerative disease,hyponym,lateral sclerosis
eye infection,hyponym,parasitic eye infection
photoparoxysmal response,hyponym,ppr3
corneal reflex finding,hyponym,corneal reflex abnormal
neoplasm of jaw,hyponym,jaw cancer
sleep disorder,hyponym,rem sleep behavior disorder
wound,hyponym,wound infection
movement disorder,hyponym,mirror movement disorder
movement disorder,hyponym,benign shuddering attack
gastrointestinal system disease,hyponym,digestive system abnormality
motor neuron disease,hyponym,lateral sclerosis
genetic disease,hyponym,retinitis pigmentosa 39
genetic disease,hyponym,leber congenital amaurosis 9
focal epilepsy,hyponym,partial motor epilepsy
splenic disease,hyponym,splenic sequestration
testicular disease,hyponym,macroorchidism
tooth disease,hyponym,neonatal tooth
tooth resorption,hyponym,internal resorption
inborn error of lipid metabolism,hyponym,mitochondrial trifunctional protein deficiency
neurodegeneration with brain iron accumulation,hyponym,woodhouse – sakati syndrome
mineral deficiency,hyponym,zinc deficiency
autonomic nervous system disease,hyponym,autonomic nervous system neoplasm
connective tissue neoplasm,hyponym,extraosseous osteosarcoma
skin atrophy,hyponym,linear atrophoderma of moulin
central nervous system disease,hyponym,neuroglycopenia
choroid plexus neoplasm,hyponym,atypical choroid plexus papilloma
mucosal melanoma,hyponym,malignant anus melanoma
acute proliferative glomerulonephritis,hyponym,crescentic glomerulonephritis
connective tissue disease,hyponym,interstitial keratitis
head and neck cancer,hyponym,lethal midline granuloma
lentigo,hyponym,lentigo simplex
salivary gland carcinoma,hyponym,mucoepidermoid carcinoma
congenital absence of septum pellucidum,hyponym,septo - optic dysplasia
eczema,hyponym,breast eczema
motor neuron disease,hyponym,upper motor neuron lesion
osteochondrodysplasia,hyponym,achondrogenesis
immune disorder,hyponym,chronic recurrent multifocal osteomyelitis
function tumor,hyponym,toxic thyroid adenoma
genetic disease,hyponym,uterine malformation
immune disorder,hyponym,basophil adenoma
adrenal crisis,hyponym,waterhouse - friderichsen syndrome
adrenal gland disease,hyponym,waterhouse - friderichsen syndrome
cholangitis,hyponym,suppurative cholangitis
ascend cholangitis,hyponym,suppurative cholangitis
polyp,hyponym,uterine polyp
lymph node cancer,hyponym,lymph node metastasis
optic nerve hypoplasia,hyponym,septo - optic dysplasia
breast disease,hyponym,breast eczema
pleural disease,hyponym,bronchopleural fistula
endolymphatic hydrop,hyponym,meniere 's disease
thoracic disease,hyponym,breast disease
glucose metabolism disease,hyponym,triosephosphate isomerase deficiency
immune disorder,hyponym,autoimmune vasculitis
infection of the central nervous system,hyponym,infectious encephalitis
bone disease,hyponym,coxa magna
bone cancer,hyponym,jaw cancer
achromatopsia,hyponym,achromatopsia 4
puerperal disorder,hyponym,peripartum cardiomyopathy
eyelid degenerative disease,hyponym,marinesco - sjogren syndrome
capillary disease,hyponym,capillaritis
metaphyseal chondrodysplasia,hyponym,mckusick type metaphyseal dysplasia
immuno - osseous dysplasia,hyponym,mckusick type metaphyseal dysplasia
disorder of fructose metabolism,hyponym,essential fructosuria
bimalleolar fracture,hyponym,pott 's fracture
placenta disease,hyponym,placental insufficiency
hyperparathyroidism,hyponym,primary hyperparathyroidism
smooth tongue,hyponym,geographic tongue
amusia,hyponym,tone deafness
amyloidosis,hyponym,transthyretin amyloidosis
eosinophilic pneumonia,hyponym,loeffler syndrome
adverse drug reaction,hyponym,adverse reaction to anesthesia
genetic disease,hyponym,methionine malabsorption syndrome
corneal deposit,hyponym,krukenberg 's spindle
mononeuropathy,hyponym,tibial neuropathy
peripheral nervous system neoplasm,hyponym,autonomic nervous system neoplasm
trigeminal nerve neoplasm,hyponym,neurilemmoma of the fifth cranial nerve
hypoglossal nerve disease,hyponym,hypoglossal nerve neoplasm
